GeneName,0h.a,0h.b,2h.a,2h.b,8h.a,8h.b,16h.a,16h.b
Vgll4,1.8E+04,1.9E+04,2.9E+04,2.9E+04,3.0E+04,2.5E+04,2.7E+04,2.7E+04
Vprbp,1.1E+04,1.1E+04,2.0E+04,2.3E+04,2.6E+04,2.2E+04,1.6E+04,2.0E+04
Vrk3,2.1E+04,2.2E+04,3.3E+04,3.6E+04,3.3E+04,3.0E+04,3.1E+04,3.3E+04
Wdr59,6.8E+03,6.3E+03,9.2E+03,9.6E+03,1.1E+04,1.1E+04,1.1E+04,1.0E+04
Xrcc4,3.7E+03,4.3E+03,6.3E+03,6.1E+03,5.2E+03,4.9E+03,5.8E+03,5.1E+03
Ybx1,8.5E+03,6.6E+03,1.4E+04,1.4E+04,1.6E+04,1.5E+04,1.6E+04,1.7E+04
Zbtb21,1.4E+04,1.2E+04,1.8E+04,2.0E+04,2.3E+04,2.4E+04,2.5E+04,2.6E+04
Zc3hc1,3.0E+03,3.7E+03,1.0E+04,1.0E+04,1.4E+04,1.2E+04,1.0E+04,1.1E+04
Zc3hc1,7.6E+03,6.6E+03,1.0E+04,1.1E+04,1.1E+04,1.0E+04,1.2E+04,1.2E+04
Zfyve16,5.3E+03,5.1E+03,6.7E+03,6.9E+03,8.4E+03,8.7E+03,8.1E+03,9.3E+03
AB124611,5.1E+04,4.8E+04,6.5E+04,7.5E+04,5.8E+04,5.8E+04,4.7E+04,4.5E+04
Abcb1a,3.2E+03,2.9E+03,5.3E+03,4.2E+03,4.3E+03,4.3E+03,2.5E+03,2.8E+03
Acin1,4.2E+03,3.4E+03,3.9E+04,5.7E+04,1.9E+04,1.8E+04,7.5E+03,8.2E+03
Acin1,4.4E+03,4.3E+03,1.3E+04,1.4E+04,6.6E+03,5.4E+03,2.7E+03,4.5E+03
Acin1,3.5E+04,2.7E+04,9.6E+04,7.9E+04,6.2E+04,5.3E+04,2.6E+04,3.1E+04
Actl6a,5.0E+03,4.6E+03,6.1E+03,5.7E+03,4.9E+03,4.0E+03,3.4E+03,3.1E+03
Add1,4.5E+03,3.7E+03,1.6E+04,1.5E+04,1.1E+04,1.2E+04,6.0E+03,6.2E+03
Add1,5.0E+03,5.9E+03,1.2E+04,1.3E+04,1.1E+04,9.9E+03,6.1E+03,6.4E+03
Add1,6.6E+03,5.7E+03,9.8E+03,1.2E+04,9.9E+03,1.0E+04,8.9E+03,8.1E+03
Add1,4.1E+03,4.3E+03,8.5E+03,8.4E+03,7.4E+03,6.8E+03,5.0E+03,4.9E+03
Add1,4.1E+04,3.8E+04,8.2E+04,6.1E+04,7.0E+04,6.7E+04,3.1E+04,3.0E+04
Add1,1.3E+05,1.3E+05,2.2E+05,1.9E+05,1.6E+05,1.6E+05,1.2E+05,1.1E+05
Add3,6.9E+03,6.6E+03,3.0E+04,2.5E+04,1.5E+04,1.1E+04,5.5E+03,6.4E+03
Add3,3.8E+04,3.1E+04,1.1E+05,1.7E+05,1.7E+05,1.5E+05,6.7E+04,5.7E+04
Add3,4.1E+03,3.8E+03,9.1E+03,9.0E+03,4.1E+03,5.5E+03,1.7E+03,2.3E+03
Add3,2.9E+04,2.5E+04,1.0E+05,9.9E+04,8.0E+04,5.5E+04,2.3E+04,2.9E+04
Add3,4.3E+04,4.1E+04,6.7E+04,8.2E+04,8.2E+04,7.6E+04,5.3E+04,5.3E+04
Add3,2.8E+04,3.1E+04,6.3E+04,7.2E+04,4.8E+04,3.9E+04,2.5E+04,2.9E+04
Add3,5.4E+04,5.5E+04,9.2E+04,1.1E+05,9.5E+04,8.2E+04,5.5E+04,6.1E+04
Agap2,2.3E+03,2.5E+03,5.0E+03,5.7E+03,6.4E+03,4.8E+03,3.5E+03,3.1E+03
Ahcyl2,6.4E+03,5.6E+03,8.5E+03,8.5E+03,8.9E+03,7.6E+03,4.9E+03,5.4E+03
Aim1,3.8E+03,3.1E+03,5.4E+03,5.4E+03,4.4E+03,3.9E+03,3.4E+03,3.2E+03
Aim1,1.7E+04,1.7E+04,3.2E+04,4.2E+04,2.7E+04,2.6E+04,1.8E+04,1.7E+04
Aim1,7.8E+03,7.1E+03,1.2E+04,1.3E+04,8.9E+03,8.9E+03,7.3E+03,7.3E+03
Ankrd44,1.3E+04,1.3E+04,3.0E+04,2.5E+04,2.6E+04,2.4E+04,1.8E+04,2.1E+04
Ankrd50,2.6E+04,1.6E+04,4.6E+04,3.7E+04,1.7E+04,1.9E+04,1.7E+04,1.8E+04
Ankrd50,1.1E+04,8.1E+03,1.2E+04,1.4E+04,6.8E+03,7.5E+03,6.6E+03,6.8E+03
Anp32a,8.4E+04,5.4E+04,1.6E+05,1.4E+05,8.5E+04,9.3E+04,2.7E+04,2.4E+04
Api5,4.4E+03,5.3E+03,1.2E+04,1.3E+04,5.4E+03,6.2E+03,4.4E+03,4.4E+03
Api5,4.4E+03,5.0E+03,6.7E+03,6.5E+03,4.9E+03,4.3E+03,3.1E+03,3.4E+03
Apobr,8.1E+03,8.5E+03,1.1E+04,9.7E+03,9.3E+03,8.1E+03,6.7E+03,6.3E+03
Arhgap1,8.2E+04,8.4E+04,1.2E+05,1.2E+05,8.0E+04,8.0E+04,5.5E+04,4.9E+04
Arhgap15,5.2E+04,3.1E+04,5.7E+04,5.9E+04,3.3E+04,3.8E+04,1.4E+04,1.4E+04
Arhgap25,3.9E+03,4.2E+03,1.2E+04,1.4E+04,9.2E+03,9.3E+03,4.9E+03,5.7E+03
Arhgap25,7.6E+03,6.3E+03,1.2E+04,1.1E+04,9.4E+03,8.6E+03,7.8E+03,7.4E+03
Arhgap25,4.4E+03,3.9E+03,1.4E+04,1.4E+04,1.2E+04,8.8E+03,5.0E+03,6.9E+03
Arhgap25,7.2E+03,6.9E+03,1.1E+04,1.2E+04,1.0E+04,9.8E+03,8.8E+03,7.6E+03
Arhgap25,7.8E+03,7.3E+03,3.2E+04,4.0E+04,2.8E+04,2.1E+04,9.3E+03,1.1E+04
Arhgap25,4.9E+03,4.9E+03,8.6E+03,8.0E+03,8.8E+03,6.9E+03,4.8E+03,5.3E+03
Arhgap25,2.5E+04,2.7E+04,2.0E+05,1.9E+05,2.1E+05,1.9E+05,8.3E+04,9.0E+04
Arhgap25,9.1E+03,8.1E+03,2.8E+04,2.8E+04,2.8E+04,2.4E+04,1.2E+04,1.4E+04
Arhgap25,1.2E+04,1.5E+04,2.4E+04,2.5E+04,1.7E+04,1.7E+04,1.6E+04,1.5E+04
Arhgap25,8.0E+03,7.7E+03,1.2E+04,1.5E+04,1.2E+04,1.1E+04,8.1E+03,7.7E+03
Arhgap25,1.0E+04,9.9E+03,4.6E+04,4.8E+04,3.7E+04,3.1E+04,1.3E+04,1.6E+04
Arhgap25,2.7E+04,2.5E+04,8.4E+04,8.2E+04,7.1E+04,6.5E+04,4.4E+04,4.5E+04
Arhgap30,5.8E+03,5.7E+03,1.4E+04,1.4E+04,1.1E+04,8.4E+03,7.7E+03,7.2E+03
Arhgap30,6.9E+03,7.2E+03,1.7E+04,1.8E+04,1.4E+04,1.5E+04,9.6E+03,1.1E+04
Arhgap31,4.0E+03,2.5E+03,6.6E+03,6.6E+03,5.8E+03,5.4E+03,4.0E+03,3.1E+03
Arhgap4,2.8E+03,2.4E+03,5.7E+03,5.0E+03,5.5E+03,6.2E+03,3.4E+03,3.7E+03
Arhgef1,6.4E+03,5.9E+03,1.2E+04,1.3E+04,1.1E+04,1.0E+04,6.4E+03,8.2E+03
Arhgef1,2.2E+04,2.2E+04,4.3E+04,5.4E+04,4.2E+04,4.1E+04,3.0E+04,2.9E+04
Arhgef6,1.1E+04,1.1E+04,1.6E+04,1.7E+04,1.9E+04,1.6E+04,1.3E+04,1.2E+04
Arid2,1.8E+04,1.8E+04,2.8E+04,2.8E+04,1.4E+04,1.2E+04,9.3E+03,1.1E+04
Arid2,1.5E+04,1.6E+04,2.2E+04,2.3E+04,1.3E+04,1.2E+04,9.7E+03,9.9E+03
Arid4a,1.1E+04,1.1E+04,1.8E+04,1.7E+04,1.1E+04,9.1E+03,7.8E+03,7.9E+03
Arl6ip6,4.0E+04,3.7E+04,7.3E+04,8.2E+04,5.2E+04,5.2E+04,4.4E+04,4.4E+04
Arl6ip6,9.3E+03,9.2E+03,2.3E+04,2.3E+04,1.0E+04,9.9E+03,6.9E+03,6.6E+03
Asap1,8.1E+03,9.1E+03,2.5E+04,2.5E+04,2.0E+04,1.6E+04,1.3E+04,1.3E+04
Asic4,2.5E+04,2.9E+04,4.1E+04,4.6E+04,3.3E+04,3.1E+04,2.2E+04,2.2E+04
Aspscr1,5.7E+03,6.9E+03,4.3E+04,5.1E+04,3.0E+04,2.6E+04,1.8E+04,2.2E+04
Atad2b,1.1E+04,9.1E+03,1.6E+04,1.6E+04,1.5E+04,1.5E+04,1.1E+04,1.2E+04
Atrx,4.5E+04,5.2E+04,1.0E+05,9.5E+04,3.9E+04,3.8E+04,1.6E+04,1.9E+04
Atrx,1.1E+04,1.1E+04,2.2E+04,1.9E+04,8.6E+03,8.5E+03,5.8E+03,4.9E+03
BC037034,1.9E+04,1.7E+04,2.8E+04,2.6E+04,2.8E+04,2.5E+04,1.7E+04,1.8E+04
Bcas3,4.5E+03,4.2E+03,8.2E+03,7.5E+03,7.5E+03,7.0E+03,5.7E+03,4.7E+03
Bcl2l11,7.2E+03,6.4E+03,8.2E+03,8.5E+03,7.2E+03,7.4E+03,5.0E+03,6.0E+03
Bcl2l13,2.3E+04,1.9E+04,2.5E+04,2.6E+04,2.0E+04,1.8E+04,1.3E+04,1.6E+04
Bcl9,1.2E+04,1.3E+04,1.7E+04,1.4E+04,1.2E+04,1.3E+04,9.2E+03,8.8E+03
Bcl9l,8.9E+03,8.3E+03,1.4E+04,1.2E+04,8.5E+03,9.4E+03,9.4E+03,8.3E+03
Bcl9l,8.6E+04,1.1E+05,2.2E+05,1.9E+05,1.4E+05,1.4E+05,6.1E+04,7.0E+04
Bcl9l,3.2E+04,2.9E+04,4.5E+04,4.5E+04,3.6E+04,3.4E+04,2.8E+04,2.6E+04
Bcl9l,2.1E+04,2.2E+04,3.2E+04,3.3E+04,2.7E+04,2.7E+04,2.1E+04,2.1E+04
Bcl9l,2.6E+04,2.8E+04,3.7E+04,3.8E+04,3.0E+04,3.2E+04,2.2E+04,2.2E+04
Bcl9l,1.5E+04,1.6E+04,2.1E+04,1.9E+04,1.6E+04,1.7E+04,1.3E+04,1.1E+04
Bin2,8.6E+02,9.6E+02,5.7E+03,7.4E+03,4.7E+03,5.8E+03,2.2E+03,2.7E+03
Bin2,6.9E+03,3.8E+03,2.5E+04,2.8E+04,2.8E+04,2.4E+04,8.6E+03,9.3E+03
Bin2,4.4E+03,3.6E+03,1.6E+04,1.8E+04,9.7E+03,9.3E+03,6.0E+03,7.0E+03
Bin2,2.1E+03,1.8E+03,2.3E+04,2.7E+04,3.2E+03,3.8E+03,2.8E+03,2.9E+03
Bin2,4.2E+03,4.6E+03,5.9E+04,5.6E+04,2.3E+04,1.9E+04,1.0E+04,1.2E+04
Bnip3l,3.8E+03,4.3E+03,6.1E+03,6.4E+03,3.9E+03,4.0E+03,2.8E+03,3.4E+03
C2cd5,2.0E+04,2.0E+04,3.7E+04,3.8E+04,3.4E+04,3.2E+04,2.8E+04,2.8E+04
C2cd5,3.3E+04,3.4E+04,5.5E+04,5.0E+04,4.5E+04,4.5E+04,3.8E+04,3.4E+04
Caap1,7.6E+03,8.8E+03,1.1E+04,1.7E+04,4.1E+03,4.0E+03,3.0E+03,2.8E+03
Caap1,1.4E+04,1.2E+04,1.8E+04,1.6E+04,1.3E+04,1.2E+04,1.1E+04,1.0E+04
Cactin,5.1E+03,5.3E+03,1.2E+04,1.0E+04,9.3E+03,7.8E+03,7.0E+03,7.0E+03
Canx,4.7E+03,5.0E+03,9.7E+03,9.3E+03,2.1E+03,2.7E+03,2.1E+03,2.0E+03
Cbl,9.2E+03,9.8E+03,1.5E+04,1.4E+04,1.4E+04,1.3E+04,1.0E+04,1.1E+04
Cbll1,9.6E+03,1.0E+04,1.1E+04,1.3E+04,9.6E+03,8.1E+03,6.5E+03,7.3E+03
Cbx3,7.3E+03,6.9E+03,9.4E+03,9.5E+03,1.0E+04,1.0E+04,6.6E+03,6.3E+03
Cbx3,7.6E+03,8.7E+03,9.8E+03,9.8E+03,9.0E+03,8.3E+03,6.3E+03,6.2E+03
Cbx3,1.8E+04,1.8E+04,2.6E+04,2.2E+04,1.8E+04,1.8E+04,1.4E+04,1.5E+04
Cbx3,9.5E+03,9.3E+03,1.8E+04,1.7E+04,8.9E+03,9.0E+03,5.0E+03,5.9E+03
Cbx3,3.8E+05,3.7E+05,6.1E+05,4.9E+05,4.1E+05,3.9E+05,2.7E+05,2.8E+05
Cbx3,8.6E+04,8.0E+04,1.0E+05,1.0E+05,1.1E+05,1.1E+05,6.5E+04,7.4E+04
Cbx3,1.6E+06,1.5E+06,2.3E+06,2.0E+06,1.2E+06,1.2E+06,7.7E+05,8.6E+05
Cbx5,2.7E+04,2.0E+04,6.5E+04,5.9E+04,3.4E+04,3.5E+04,1.4E+04,1.8E+04
Cbx5,2.7E+03,1.9E+03,6.1E+03,4.7E+03,3.3E+03,3.8E+03,1.8E+03,1.3E+03
Cbx5,3.6E+04,3.5E+04,4.3E+04,4.8E+04,3.0E+04,3.1E+04,2.1E+04,2.3E+04
Ccar2,1.1E+04,8.7E+03,2.6E+04,2.4E+04,2.1E+04,2.0E+04,9.2E+03,1.0E+04
Ccdc132,3.7E+04,3.6E+04,5.3E+04,5.3E+04,4.3E+04,3.8E+04,3.2E+04,3.3E+04
Ccdc22,5.4E+03,5.1E+03,1.1E+04,1.2E+04,1.1E+04,8.6E+03,6.5E+03,6.3E+03
Ccdc88b,8.6E+03,9.0E+03,2.2E+04,2.8E+04,2.2E+04,1.9E+04,1.3E+04,1.4E+04
Ccdc88b,3.4E+03,3.3E+03,1.4E+04,1.5E+04,1.3E+04,9.7E+03,5.5E+03,6.7E+03
Ccdc88c,2.0E+04,2.1E+04,4.3E+04,5.0E+04,3.7E+04,3.2E+04,3.1E+04,3.2E+04
Ccdc88c,1.9E+04,1.7E+04,3.5E+04,3.4E+04,2.9E+04,2.8E+04,2.5E+04,2.8E+04
Ccm2,9.7E+03,9.0E+03,1.4E+04,1.2E+04,8.5E+03,8.0E+03,6.6E+03,7.7E+03
Ccnk,7.3E+03,7.2E+03,1.0E+04,8.7E+03,7.2E+03,7.9E+03,6.3E+03,6.0E+03
Ccnl1,1.0E+04,1.2E+04,1.9E+04,1.9E+04,1.6E+04,1.4E+04,1.4E+04,1.6E+04
Ccnl1,1.2E+04,1.3E+04,2.0E+04,2.2E+04,1.5E+04,1.6E+04,1.8E+04,1.7E+04
Cd2ap,4.1E+03,4.3E+03,1.1E+04,1.5E+04,1.3E+04,1.1E+04,6.8E+03,8.5E+03
Cd5,2.0E+04,1.9E+04,2.8E+04,2.5E+04,2.1E+04,1.9E+04,1.5E+04,1.7E+04
Cd97,2.3E+03,2.7E+03,5.1E+03,6.0E+03,4.1E+03,2.5E+03,2.3E+03,2.5E+03
Cdc23,8.0E+03,9.5E+03,1.4E+04,1.4E+04,1.1E+04,8.5E+03,8.5E+03,9.2E+03
Cdkn2aip,5.9E+03,7.3E+03,1.3E+04,1.7E+04,9.0E+03,7.3E+03,6.6E+03,5.3E+03
Cdkn2aip,4.9E+03,4.6E+03,1.4E+04,2.1E+04,7.3E+03,7.2E+03,5.3E+03,6.3E+03
Cdkn2aip,1.0E+04,8.6E+03,3.2E+04,4.0E+04,1.4E+04,1.1E+04,7.6E+03,8.3E+03
Cdkn2aip,6.5E+03,6.1E+03,1.4E+04,2.0E+04,8.8E+03,8.8E+03,6.8E+03,6.7E+03
Cemip,1.4E+04,1.3E+04,4.8E+04,4.6E+04,2.9E+04,2.7E+04,1.4E+04,1.3E+04
Cenpa,3.5E+03,4.9E+03,7.2E+03,9.3E+03,2.5E+03,2.6E+03,3.0E+03,2.3E+03
Cep152,1.3E+04,1.1E+04,1.4E+04,1.4E+04,1.3E+04,1.2E+04,9.0E+03,9.6E+03
Cep152,4.7E+03,4.6E+03,1.4E+04,1.1E+04,9.9E+03,9.5E+03,7.4E+03,6.7E+03
Cep152,6.6E+03,7.5E+03,2.7E+04,2.0E+04,2.3E+04,2.1E+04,1.0E+04,1.2E+04
Cep170,7.6E+03,5.4E+03,1.0E+04,1.1E+04,8.0E+03,8.7E+03,5.9E+03,6.4E+03
Cep170b,8.9E+03,7.0E+03,1.2E+04,1.2E+04,1.2E+04,1.1E+04,8.7E+03,8.8E+03
Cfl1,8.7E+03,7.3E+03,2.1E+04,1.8E+04,1.5E+04,1.5E+04,7.3E+03,7.6E+03
Cfl1,5.0E+03,4.2E+03,8.9E+03,7.9E+03,5.0E+03,5.5E+03,3.4E+03,3.8E+03
Cfl1,1.2E+04,1.0E+04,2.0E+04,1.7E+04,1.3E+04,1.2E+04,7.0E+03,8.5E+03
Champ1,3.9E+03,3.1E+03,5.6E+03,6.1E+03,4.8E+03,4.2E+03,4.5E+03,4.6E+03
Chd1,3.3E+03,3.0E+03,5.0E+03,4.9E+03,4.6E+03,4.1E+03,3.3E+03,3.1E+03
Chd2,6.0E+03,4.8E+03,7.1E+03,6.8E+03,6.4E+03,7.0E+03,3.6E+03,3.8E+03
Chkb,9.3E+03,7.6E+03,2.7E+04,2.4E+04,1.3E+04,1.2E+04,6.1E+03,7.3E+03
Cic,7.8E+03,1.1E+04,1.1E+04,1.4E+04,8.4E+03,8.5E+03,3.9E+03,5.2E+03
Cic,5.9E+03,6.7E+03,8.2E+03,9.2E+03,6.2E+03,6.6E+03,5.5E+03,5.5E+03
Cic,1.2E+04,1.2E+04,1.7E+04,1.9E+04,1.1E+04,1.1E+04,7.9E+03,6.8E+03
Cic,5.5E+04,5.5E+04,8.5E+04,9.4E+04,8.8E+04,8.4E+04,5.9E+04,5.9E+04
Clcc1,1.4E+04,8.5E+03,2.7E+04,2.4E+04,2.6E+04,2.7E+04,1.4E+04,1.5E+04
Cmtr1,3.4E+03,4.0E+03,2.2E+04,2.4E+04,1.5E+04,1.5E+04,7.7E+03,1.1E+04
Cnot3,2.4E+03,2.4E+03,6.6E+03,5.9E+03,3.7E+03,3.6E+03,3.2E+03,3.5E+03
Cnot3,5.1E+03,4.5E+03,2.9E+04,2.0E+04,1.6E+04,1.3E+04,1.0E+04,1.1E+04
Cops3,4.2E+03,4.9E+03,1.7E+04,2.0E+04,1.5E+04,1.2E+04,9.3E+03,1.0E+04
Coro1a,9.1E+03,6.6E+03,1.3E+04,1.2E+04,9.1E+03,8.5E+03,6.3E+03,7.6E+03
Coro1a,6.5E+03,6.5E+03,9.4E+03,8.9E+03,8.1E+03,8.3E+03,5.8E+03,5.6E+03
Coro1a,1.1E+04,1.3E+04,2.4E+04,1.8E+04,1.3E+04,1.0E+04,7.7E+03,9.0E+03
Cpsf1,1.2E+05,1.3E+05,2.0E+05,1.9E+05,9.5E+04,8.6E+04,4.8E+04,4.9E+04
Cul4b,4.3E+03,4.1E+03,1.5E+04,2.0E+04,1.1E+04,8.3E+03,6.3E+03,6.8E+03
Cxxc1,3.6E+03,3.7E+03,6.8E+03,6.2E+03,5.9E+03,5.7E+03,2.9E+03,3.6E+03
Cyld,4.2E+03,4.5E+03,1.8E+04,1.7E+04,9.3E+03,7.7E+03,4.4E+03,5.3E+03
Daxx,2.1E+04,2.3E+04,3.3E+04,3.0E+04,1.6E+04,1.6E+04,1.0E+04,1.2E+04
Dbnl,3.4E+03,3.4E+03,6.9E+03,7.4E+03,7.6E+03,7.4E+03,4.8E+03,4.9E+03
Def6,3.3E+05,3.6E+05,5.2E+05,4.5E+05,3.6E+05,2.9E+05,1.5E+05,2.0E+05
Dffa,5.6E+03,6.0E+03,9.2E+03,9.4E+03,5.8E+03,4.6E+03,4.5E+03,4.0E+03
Dgcr14,4.8E+03,4.8E+03,5.6E+03,5.8E+03,5.0E+03,4.8E+03,3.4E+03,3.9E+03
Dnm1l,4.2E+03,4.1E+03,8.4E+03,8.0E+03,7.5E+03,6.1E+03,5.0E+03,4.7E+03
Dnm1l,4.3E+03,4.5E+03,9.7E+03,9.8E+03,8.1E+03,7.1E+03,5.1E+03,5.1E+03
Dock8,3.5E+04,3.1E+04,4.7E+04,4.2E+04,3.3E+04,3.1E+04,2.0E+04,2.1E+04
Dync1i2,9.0E+03,1.0E+04,1.7E+04,1.9E+04,1.1E+04,1.2E+04,1.2E+04,9.4E+03
Dync1li1,1.2E+04,1.3E+04,3.8E+04,3.6E+04,2.3E+04,2.2E+04,1.3E+04,1.3E+04
Dync1li1,6.9E+04,6.8E+04,9.4E+04,9.0E+04,7.0E+04,6.9E+04,5.5E+04,5.7E+04
Edc4,3.1E+03,1.8E+03,6.9E+03,8.0E+03,3.4E+03,3.1E+03,4.3E+03,3.9E+03
Efr3a,1.7E+04,1.8E+04,4.4E+04,3.4E+04,3.5E+04,3.1E+04,2.6E+04,2.5E+04
Eif3a,4.1E+03,4.8E+03,8.4E+03,6.5E+03,3.3E+03,3.4E+03,4.2E+03,3.1E+03
Epb4,3.7E+03,3.9E+03,7.3E+03,8.1E+03,6.6E+03,6.6E+03,4.0E+03,4.8E+03
Eps15l1,1.8E+04,1.8E+04,4.1E+04,4.0E+04,3.2E+04,2.6E+04,2.1E+04,2.4E+04
Eps8l1,3.4E+03,2.9E+03,6.3E+03,6.3E+03,4.7E+03,4.3E+03,2.2E+03,2.6E+03
Erbb2ip,9.1E+03,7.5E+03,1.8E+04,1.7E+04,2.0E+04,1.5E+04,1.2E+04,1.2E+04
Esyt2,1.1E+04,1.2E+04,2.6E+04,2.6E+04,2.2E+04,2.2E+04,1.5E+04,1.3E+04
Esyt2,1.3E+04,1.3E+04,2.0E+04,2.4E+04,2.4E+04,2.1E+04,1.2E+04,1.4E+04
Evl,2.2E+03,2.4E+03,5.6E+03,6.8E+03,6.5E+03,5.6E+03,4.1E+03,3.8E+03
Evl,5.5E+04,6.6E+04,1.1E+05,1.4E+05,1.5E+05,1.4E+05,6.6E+04,7.7E+04
Evl,6.0E+03,4.9E+03,1.9E+04,1.9E+04,1.6E+04,1.6E+04,8.8E+03,9.4E+03
Evl,2.6E+04,2.4E+04,4.3E+04,4.8E+04,4.7E+04,4.8E+04,2.5E+04,2.9E+04
Evl,1.6E+04,1.6E+04,4.5E+04,4.7E+04,3.7E+04,3.4E+04,1.6E+04,1.8E+04
Evl,7.4E+03,8.0E+03,1.5E+04,1.6E+04,1.3E+04,1.1E+04,7.1E+03,9.0E+03
Evl,4.4E+03,5.5E+03,1.0E+04,9.3E+03,8.6E+03,8.9E+03,5.3E+03,5.1E+03
Evl,7.1E+03,5.6E+03,3.2E+04,3.4E+04,3.2E+04,3.1E+04,1.4E+04,1.3E+04
Evl,1.8E+05,1.7E+05,4.1E+05,3.6E+05,3.3E+05,3.3E+05,1.9E+05,2.1E+05
Evl,3.5E+03,3.1E+03,1.0E+04,9.2E+03,9.7E+03,9.0E+03,4.3E+03,4.7E+03
Evl,3.8E+04,3.8E+04,7.2E+04,7.2E+04,6.9E+04,6.8E+04,4.3E+04,4.6E+04
Evl,6.9E+03,6.8E+03,1.3E+04,1.2E+04,1.1E+04,9.7E+03,6.2E+03,6.4E+03
Evl,8.0E+04,7.2E+04,1.9E+05,1.7E+05,1.6E+05,1.4E+05,9.1E+04,1.0E+05
Exoc8,4.3E+03,3.9E+03,2.4E+04,1.6E+04,1.5E+04,1.2E+04,5.7E+03,7.1E+03
Eya3,3.2E+04,3.1E+04,6.0E+04,6.4E+04,5.1E+04,4.7E+04,4.7E+04,4.3E+04
Ezr,1.6E+04,1.6E+04,2.4E+04,2.6E+04,2.3E+04,2.5E+04,1.8E+04,1.8E+04
Fads3,5.3E+03,5.5E+03,7.2E+03,8.1E+03,5.5E+03,5.8E+03,3.6E+03,3.8E+03
Fam114a2,4.0E+03,3.5E+03,2.1E+04,2.1E+04,1.3E+04,9.5E+03,5.3E+03,6.6E+03
Fam134c,3.9E+03,4.2E+03,5.9E+03,5.9E+03,5.2E+03,4.6E+03,4.2E+03,3.7E+03
Fam208a,9.0E+03,9.3E+03,2.0E+04,1.4E+04,1.1E+04,1.2E+04,5.4E+03,6.3E+03
Fhod1,9.0E+03,8.0E+03,2.1E+04,2.3E+04,2.0E+04,1.6E+04,1.2E+04,1.3E+04
Fhod1,2.8E+04,2.7E+04,3.3E+04,3.4E+04,2.4E+04,2.3E+04,1.7E+04,2.1E+04
Flna,4.4E+04,4.0E+04,1.1E+05,1.1E+05,1.3E+05,1.0E+05,6.4E+04,6.5E+04
Fos,5.3E+04,5.5E+04,7.8E+04,8.9E+04,7.2E+04,6.7E+04,5.0E+04,5.5E+04
Foxk1,4.9E+04,6.1E+04,7.6E+04,9.8E+04,6.5E+04,7.0E+04,3.0E+04,3.6E+04
Foxk1,3.9E+04,4.8E+04,6.2E+04,7.5E+04,3.4E+04,3.8E+04,1.2E+04,1.7E+04
Foxk1,2.7E+05,2.6E+05,4.8E+05,5.3E+05,4.1E+05,3.9E+05,3.4E+05,3.5E+05
Foxo1,1.7E+04,8.9E+03,2.4E+04,2.8E+04,1.1E+04,1.3E+04,7.9E+03,8.4E+03
Foxo1,6.5E+03,4.3E+03,8.2E+03,9.5E+03,5.0E+03,4.9E+03,3.8E+03,4.1E+03
Fyb,2.5E+04,2.5E+04,6.1E+04,5.2E+04,3.7E+04,3.3E+04,2.0E+04,1.8E+04
Fyb,5.6E+03,6.7E+03,8.0E+03,8.7E+03,6.0E+03,5.5E+03,5.8E+03,5.2E+03
Fyb,1.6E+04,1.7E+04,2.5E+04,2.8E+04,1.6E+04,1.2E+04,9.4E+03,9.5E+03
Gabpa,1.8E+04,1.7E+04,2.8E+04,3.2E+04,1.1E+04,1.1E+04,9.4E+03,1.0E+04
Gabpa,1.5E+04,1.6E+04,2.3E+04,3.1E+04,1.2E+04,1.1E+04,6.8E+03,9.2E+03
Gbf1,4.9E+03,5.2E+03,1.4E+04,1.3E+04,9.4E+03,7.4E+03,6.6E+03,6.6E+03
Gbf1,7.1E+03,5.9E+03,3.3E+04,2.7E+04,1.3E+04,1.4E+04,9.8E+03,9.8E+03
Gbf1,7.8E+03,7.2E+03,1.2E+04,1.2E+04,1.0E+04,9.6E+03,8.4E+03,8.9E+03
Gimap4,8.2E+03,8.3E+03,1.4E+04,1.2E+04,9.7E+03,9.4E+03,6.5E+03,6.5E+03
Git2,5.5E+03,5.6E+03,8.4E+03,8.3E+03,7.4E+03,6.3E+03,5.8E+03,5.0E+03
Gmip,7.6E+03,7.8E+03,1.3E+04,1.5E+04,1.6E+04,1.4E+04,9.9E+03,1.0E+04
Gpr112,2.1E+04,1.7E+04,5.0E+04,4.3E+04,3.0E+04,2.6E+04,2.0E+04,1.9E+04
Gps1,6.7E+03,6.8E+03,1.7E+04,1.4E+04,1.5E+04,1.2E+04,8.4E+03,9.0E+03
Gps1,1.0E+05,8.8E+04,1.9E+05,2.0E+05,1.9E+05,1.7E+05,1.2E+05,1.2E+05
Grap2,1.3E+04,1.3E+04,1.7E+04,1.9E+04,1.4E+04,1.2E+04,9.3E+03,1.0E+04
Grik5,7.8E+03,9.8E+03,1.7E+04,1.6E+04,5.3E+03,5.1E+03,4.2E+03,4.6E+03
Gsk3b,5.8E+03,6.1E+03,1.3E+04,1.5E+04,1.6E+04,1.3E+04,8.9E+03,9.5E+03
Gtf2f1,8.3E+03,9.4E+03,1.2E+04,1.1E+04,9.0E+03,8.3E+03,6.5E+03,6.4E+03
Gtf2f1,5.0E+04,5.7E+04,6.9E+04,6.6E+04,4.4E+04,4.7E+04,4.0E+04,3.9E+04
